what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356659325981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659378751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659380221
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1356659478721
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1356659478781
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1356659478861
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1356659478991
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1356659479011
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1356659479151
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1356659479161
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1356659479491
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1356659506321
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1356659518921
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1356659523111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356659527611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356659527811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356659527991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356659528171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356659528351
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356659532651
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1356659541251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1356659552401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1356659556601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356659558581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356659573401
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1356659588297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356659598167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356659598347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356659598527
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1356659599617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356659601767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659602327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659614367
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356659619567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356659633208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356659637582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659638282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659662552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659664404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659711482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659712892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659759412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659768662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659771062
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1356659788342
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1356659788932
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1356659789612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1356659792342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356659799612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659804492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659804642
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356659804672
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1356659811032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356659814322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659827054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659895816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659900156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659908816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659918896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659920076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659975376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356659977256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356660004476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356660257026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356660289326
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1356660291516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356660292786
